,qualify_alcohol,seating_interest,address,id
11848,yes,sidewalk,"208 60th street, manhattan, ny",11848
11849,yes,openstreets,"111 avenue a, manhattan, ny",11849
11850,yes,openstreets,"39-28/30 bell blvd, queens, ny",11850
11851,yes,sidewalk,"409 8th ave, manhattan, ny",11851
11852,yes,both,"187  columbia street, brooklyn, ny",11852
11853,no,sidewalk,"225 west   35 street, manhattan, ny",11853
11854,yes,roadway,"324 e 6th street, manhattan, ny",11854
11855,yes,both,"3517 broadway, manhattan, ny",11855
11856,no,both,"38-04 61 street, queens, ny",11856
11857,yes,both,"134-01  liberty ave , queens, ny",11857
11858,yes,roadway,"132 franklin street, brooklyn, ny",11858
11859,no,sidewalk,"921 broadway, manhattan, ny",11859
11860,yes,sidewalk,"67 west  44th street, manhattan, ny",11860
11861,no,sidewalk,"1809 east    7 street, brooklyn, ny",11861
11862,no,both,"724 sterling place, brooklyn, ny",11862
11863,yes,both,"178 lexington avenue, manhattan, ny",11863
11864,yes,both,"38-14 38 street, queens, ny",11864
11865,yes,sidewalk,"212  w 14th street, manhattan, ny",11865
11866,no,roadway,"345 adams street, brooklyn, ny",11866
11867,yes,both,"300 1/2  65th street, manhattan, ny",11867
11868,yes,sidewalk,"2178 forest ave, staten island, ny",11868
11869,yes,roadway,"900 broadway, manhattan, ny",11869
11870,no,openstreets,"279 5 avenue, brooklyn, ny",11870
11871,yes,both,"382 marcus garvey boulevard, brooklyn, ny",11871
11872,yes,both,"189 wilson ave, brooklyn, ny",11872
11873,yes,both,"413 tompkins ave, brooklyn, ny",11873
11874,yes,openstreets,"64 lafayette ave suite b, brooklyn, ny",11874
11875,yes,roadway,"22 west 32nd street, manhattan, ny",11875
11876,yes,both,"657  myrtle ave, brooklyn, ny",11876
11877,no,roadway,"366 west 52nd street, manhattan, ny",11877
11878,yes,both,"271 metropolitan avenue, brooklyn, ny",11878
11879,no,both,"315 5 avenue, manhattan, ny",11879
11880,yes,sidewalk,"16103 crossbay blvd, queens, ny",11880
11881,no,sidewalk,"2719 39th ave, queens, ny",11881
11882,yes,both,"3764 east tremont avenue, bronx, ny",11882
11883,no,both,"3708 73rd st, queens, ny",11883
11884,yes,both,"10-07 50th ave, queens, ny",11884
11885,no,both,"155 chambers street, manhattan, ny",11885
11886,no,both,"43 w 32nd st., manhattan, ny",11886
11887,yes,roadway,"15 first avenue, manhattan, ny",11887
11888,yes,sidewalk,"64 6th ave, brooklyn, ny",11888
11889,yes,sidewalk,"689 9ave, manhattan, ny",11889
11890,yes,both,"310  west 14th street, manhattan, ny",11890
11891,yes,both,"62  west 56th , manhattan, ny",11891
11892,yes,both,"3507 31st ave, queens, ny",11892
11893,no,sidewalk,"4219 college point blvd, queens, ny",11893
11894,yes,openstreets,"76 orchard street, manhattan, ny",11894
11895,no,both,"11 west  8th street, manhattan, ny",11895
11896,yes,sidewalk,"1824 avenue u, brooklyn, ny",11896
11897,no,sidewalk,"1637  broadway ave, brooklyn, ny",11897
11898,yes,both,"433 3 avenue, brooklyn, ny",11898
11899,no,both,"55 west 35th street, manhattan, ny",11899
11900,no,both,"73 nassau street, manhattan, ny",11900
11901,yes,sidewalk,"107-01 37th avenue, queens, ny",11901
11902,yes,sidewalk,"1158 myrtle avenue, brooklyn, ny",11902
11903,yes,both,"1479 1st ave , manhattan, ny",11903
11904,yes,both,"1009402 13th street, manhattan, ny",11904
11905,yes,both,"25-95 steinway street, queens, ny",11905
11906,yes,both,"235 east 84th, manhattan, ny",11906
11907,no,roadway,"3702 main st, queens, ny",11907
11908,no,both,"7809 3 avenue, brooklyn, ny",11908
11909,no,sidewalk,"404 east 14th street, manhattan, ny",11909
11910,no,sidewalk,"97 lexington ave, manhattan, ny",11910
11911,no,both,"76 north    4 street, brooklyn, ny",11911
11912,no,both,"4101 kissena blvd, queens, ny",11912
11913,yes,roadway,"35-55 31 street , queens, ny",11913
11914,no,sidewalk,"7801 13 avenue, brooklyn, ny",11914
11915,yes,sidewalk,"211 w broadway, manhattan, ny",11915
11916,yes,both,"230 park avenue, manhattan, ny",11916
11917,yes,roadway,"25 east   77 street, manhattan, ny",11917
11918,yes,sidewalk,"2233 broadway, manhattan, ny",11918
11919,yes,sidewalk,"2722 gerritsen ave, brooklyn, ny",11919
11920,no,roadway,"903 fulton, brooklyn, ny",11920
11921,yes,both,"1497 myrtle avenue, brooklyn, ny",11921
11922,no,openstreets,"78 orchard street, manhattan, ny",11922
11923,yes,roadway,"34 west 46 street, manhattan, ny",11923
11924,yes,both,"195 smith st, brooklyn, ny",11924
11925,yes,sidewalk,"15403 cross island pkwy, queens, ny",11925
11926,yes,both,"853 manhattan avenue, brooklyn, ny",11926
11927,yes,openstreets,"194  elizabeth street , manhattan, ny",11927
11928,yes,both,"2190 frederick douglass boulevard, manhattan, ny",11928
11929,yes,both,"424 church ave , brooklyn, ny",11929
11930,no,both,"74-04 37 avenue, queens, ny",11930
11931,no,both,"251 w  85 st, manhattan, ny",11931
11932,no,both,"575 henry street, brooklyn, ny",11932
11933,no,both,"4806 skillman ave, queens, ny",11933
11934,no,both,"860 manhattan avenue, brooklyn, ny",11934
11935,no,both,"45 john street, manhattan, ny",11935
11936,yes,sidewalk,"414  w 42nd st, manhattan, ny",11936
11937,yes,both,"861 wyckoff av, queens, ny",11937
11938,yes,both,"31-17 ditmars boulevard, queens, ny",11938
11939,no,both,"792 9 avenue, manhattan, ny",11939
11940,yes,both,"373 graham ave, brooklyn, ny",11940
11941,yes,roadway,"42 east   58 street, manhattan, ny",11941
11942,yes,sidewalk,"440  15 street , brooklyn, ny",11942
11943,yes,roadway,"4601 4601 church avenue, brooklyn, ny",11943
11944,yes,both,"68-10  fresh pond road, queens, ny",11944
11945,yes,sidewalk,"124 east 4th street , manhattan, ny",11945
11946,yes,both,"141 lincoln avenue, bronx, ny",11946
11947,no,sidewalk,"196 court street, brooklyn, ny",11947
11948,yes,both,"12 spring st, manhattan, ny",11948
11949,yes,roadway,"147 franklin st, brooklyn, ny",11949
11950,no,roadway,"4101 kissena blvd, queens, ny",11950
11951,yes,roadway,"131 chrystie street, manhattan, ny",11951
11952,yes,both,"93-13 roosevelt ave, queens, ny",11952
11953,yes,sidewalk,"25-51a steinway street, queens, ny",11953
11954,yes,roadway,"7-9  7 avenue south, manhattan, ny",11954
11955,yes,both,"178 north 1st street, brooklyn, ny",11955
11956,yes,roadway,"33-10  30th avenue, queens, ny",11956
11957,yes,sidewalk,"430 lafayette street, manhattan, ny",11957
11958,yes,sidewalk,"60 east 41st street, manhattan, ny",11958
11959,yes,both,"72-13 austin st, queens, ny",11959
11960,no,sidewalk,"46-01 kissena boulevard, queens, ny",11960
11961,yes,roadway,"63-65 grand street, brooklyn, ny",11961
11962,yes,sidewalk,"1464-1466 86th street, brooklyn, ny",11962
11963,no,roadway,"4626 kissena blvd, queens, ny",11963
11964,yes,roadway,"229  e 84th, manhattan, ny",11964
11965,yes,both,"84-05 queens blvd ste 1c, queens, ny",11965
11966,no,sidewalk,"525 5 avenue, brooklyn, ny",11966
11967,no,sidewalk,"6 west  32nd street, manhattan, ny",11967
11968,yes,roadway,"944 columbus avenue, manhattan, ny",11968
11969,yes,both,"1467 york avenue, manhattan, ny",11969
11970,yes,roadway,"502 6th avenue, manhattan, ny",11970
11971,yes,sidewalk,"64  city island avenue , bronx, ny",11971
11972,yes,openstreets,"3913  bell blvd., queens, ny",11972
11973,no,sidewalk,"135-11  38th ave, queens, ny",11973
11974,yes,both,"706 nostrand avenue, brooklyn, ny",11974
11975,yes,roadway,"376 west broadway, manhattan, ny",11975
11976,yes,both,"2481  broadway , manhattan, ny",11976
11977,no,sidewalk,"208 dyckman street, manhattan, ny",11977
11978,yes,sidewalk,"1460 macombs rd, bronx, ny",11978
11979,yes,both,"3803 10th avenue, manhattan, ny",11979
11980,yes,both,"19 east  69th street, manhattan, ny",11980
11981,no,both,"180 7 avenue, manhattan, ny",11981
11982,yes,both,"81 fleet place, brooklyn, ny",11982
11983,no,both,"696 washington avenue, brooklyn, ny",11983
11984,no,both,"21 east  1st street, manhattan, ny",11984
11985,no,both,"36 east 58 street, manhattan, ny",11985
11986,no,both,"20 broad street, manhattan, ny",11986
11987,yes,both,"12 e 32nd st, manhattan, ny",11987
11988,no,roadway,"4624 kissena blvd, queens, ny",11988
11989,yes,sidewalk,"1 511 myrtle avenue, brooklyn, ny",11989
11990,yes,roadway,"924  second avenue, manhattan, ny",11990
11991,yes,both,"627 5 avenue, brooklyn, ny",11991
11992,no,both,"121 west   19 street, manhattan, ny",11992
11993,yes,sidewalk,"111 east 7th street, store east, manhattan, ny",11993
11994,no,both,"159 grand street, brooklyn, ny",11994
11995,yes,both,"110-12 jamaica ave, queens, ny",11995
11996,yes,both,"123 east 18th, manhattan, ny",11996
11997,yes,both,"101-17 metropolitan avenue, queens, ny",11997
11998,yes,sidewalk,"167 8 avenue, manhattan, ny",11998
11999,no,both,"265 court street, brooklyn, ny",11999
12000,yes,openstreets,"107-10  70th road, queens, ny",12000
12001,yes,roadway,"2072 white plains road, bronx, ny",12001
12002,yes,both,"72-06 austin street, queens, ny",12002
12003,no,both,"156 columbus avenue, manhattan, ny",12003
12004,yes,both,"2331 arthur avenue, bronx, ny",12004
12005,yes,both,"34-213 34th ave, queens, ny",12005
12006,yes,both,"353 flatbush avenue, brooklyn, ny",12006
12007,no,sidewalk,"279 east  149 street, bronx, ny",12007
12008,yes,roadway,"211 avenue a, manhattan, ny",12008
12009,no,both,"78 orchard street, manhattan, ny",12009
12010,yes,both,"84-02  37th avenue , queens, ny",12010
12011,yes,sidewalk,"69-14 roosevelt avenue , queens, ny",12011
12012,yes,both,"30  w 30th street, manhattan, ny",12012
12013,yes,openstreets,"1 e 32nd st, manhattan, ny",12013
12014,yes,both,"951  dean street , brooklyn, ny",12014
12015,yes,openstreets,"74 5th avenue, brooklyn, ny",12015
12016,no,both,"4622 kissena blvd, queens, ny",12016
12017,yes,sidewalk,"2017 emmons ave, brooklyn, ny",12017
12018,yes,both,"1177  bedford ave, brooklyn, ny",12018
12019,no,sidewalk,"3931 broadway, manhattan, ny",12019
12020,yes,sidewalk,"1004 4th avenue , brooklyn, ny",12020
12021,yes,both,"24 saint nicholas avenue, brooklyn, ny",12021
12022,yes,openstreets,"136 alexander avenue, bronx, ny",12022
12023,no,sidewalk,"383 5 avenue, brooklyn, ny",12023
12024,yes,both,"500 west  110th street , manhattan, ny",12024
12025,yes,roadway,"398 east   52 street, manhattan, ny",12025
12026,no,sidewalk,"1223 3rd avenue, manhattan, ny",12026
12027,yes,sidewalk,"4892 broadway, manhattan, ny",12027
12028,no,roadway,"1504 westchester avenue, bronx, ny",12028
12029,yes,both,"2724 21st street, queens, ny",12029
12030,no,sidewalk,"159- b  east 103 st , manhattan, ny",12030
12031,no,both,"464 9th ave, manhattan, ny",12031
12032,yes,both,"141west 38th street, manhattan, ny",12032
12033,yes,roadway,"127 macdougal st., manhattan, ny",12033
12034,yes,both,"172 n 1st street, brooklyn, ny",12034
12035,no,sidewalk,"2307 arthur ave, bronx, ny",12035
12036,no,both,"67-08 fresh pond road, queens, ny",12036
12037,yes,both,"18 east 33rd street, manhattan, ny",12037
12038,yes,sidewalk,"433 third avenue, brooklyn, ny",12038
12039,yes,both,"688 10th avenue, manhattan, ny",12039
12040,yes,sidewalk,"375 3rd avenue, manhattan, ny",12040
12041,yes,both,"39 east 19th st., manhattan, ny",12041
12042,yes,both,"50- 01 69th street, queens, ny",12042
12043,no,sidewalk,"305 nevins street, brooklyn, ny",12043
12044,no,sidewalk,"1936 86 street, brooklyn, ny",12044
12045,yes,sidewalk,"337 east 49th street, manhattan, ny",12045
12046,yes,sidewalk,"37 west 24th, manhattan, ny",12046
12047,yes,sidewalk,"2823 middletown rd, bronx, ny",12047
12048,yes,both,"254- 258 5th ave, brooklyn, ny",12048
12049,yes,both,"510 hudson, manhattan, ny",12049
12050,yes,roadway,"103 avenue b, manhattan, ny",12050
12051,yes,both,"26 e 91st st, manhattan, ny",12051
12052,no,sidewalk,"55 west 35th street, manhattan, ny",12052
12053,yes,both,"218 e 10th st, manhattan, ny",12053
12054,yes,sidewalk,"236 ninth ave, manhattan, ny",12054
12055,yes,both,"5505  4th avenue, brooklyn, ny",12055
12056,yes,sidewalk,"207 west 14th street, manhattan, ny",12056
12057,yes,both,"205  east 81st street, manhattan, ny",12057
12058,no,both,"30-07 34th street, astoria , queens, ny",12058
12059,yes,both,"464  west 51st street, manhattan, ny",12059
12060,no,sidewalk,"100 w 23rd st, manhattan, ny",12060
12061,no,both,"94-06 roosevelt ave, queens, ny",12061
12062,yes,sidewalk,"195 195 10 ave. , manhattan, ny",12062
12063,no,roadway,"114 eldridge street, manhattan, ny",12063
12064,yes,both,"84-19  roosevelt avenue, queens, ny",12064
12065,no,roadway,"2689 coney island avenue, brooklyn, ny",12065
12066,no,roadway,"262 irving avenue, brooklyn, ny",12066
12067,no,sidewalk,"68-28 roosevelt avenue, queens, ny",12067
12068,yes,both,"92 hester street, manhattan, ny",12068
12069,no,both,"159 ludlow street, manhattan, ny",12069
12070,yes,roadway,"245 west 16 street, manhattan, ny",12070
12071,yes,both,"73 thompson street, manhattan, ny",12071
12072,yes,both,"96-06 43rd ave, queens, ny",12072
12073,yes,openstreets,"2153 8 avenue, manhattan, ny",12073
12074,no,sidewalk,"4908 43rd ave, queens, ny",12074
12075,yes,roadway,"84-14 astoria boulevard, queens, ny",12075
12076,yes,sidewalk,"397 troy avenue, brooklyn, ny",12076
12077,yes,both,"408   9th  ave, manhattan, ny",12077
12078,yes,roadway,"255 berry street, brooklyn, ny",12078
12079,no,sidewalk,"16 westchester sq, bronx, ny",12079
12080,yes,both,"12-14 31st ave, queens, ny",12080
12081,yes,both,"36-27  164th street, queens, ny",12081
12082,yes,both,"119   nassau ave , brooklyn, ny",12082
12083,no,both,"63 whipple street, brooklyn, ny",12083
12084,yes,both,"33 university place, manhattan, ny",12084
12085,yes,both,"1752 bath avenue, brooklyn, ny",12085
12086,no,sidewalk,"1345 east gun hill road, bronx, ny",12086
12087,yes,both,"236 west 56th street, manhattan, ny",12087
12088,no,both,"8125 3rd avenue, brooklyn, ny",12088
12089,yes,both,"2 avenue of americas - church street frontage , manhattan, ny",12089
12090,no,roadway,"782 amsterdam avenue, manhattan, ny",12090
12091,yes,both,"251 east 85th street, manhattan, ny",12091
12092,yes,sidewalk,"2932 union street, queens, ny",12092
12093,yes,roadway,"263 west   19 street, manhattan, ny",12093
12094,no,sidewalk,"1687 86 street, brooklyn, ny",12094
12095,yes,sidewalk,"1716 sheepshead bay road, brooklyn, ny",12095
12096,yes,sidewalk,"240  w 231st st, bronx, ny",12096
12097,yes,roadway,"244 west   72 street, manhattan, ny",12097
12098,no,both,"462 7 avenue, manhattan, ny",12098
12099,yes,both,"179 franklin street, manhattan, ny",12099
12100,yes,both,"31  st marks pl, manhattan, ny",12100
12101,yes,roadway,"753 9th avenue, manhattan, ny",12101
12102,yes,both,"824  ninth avenue, manhattan, ny",12102
12103,no,sidewalk,"2036 bedford avenue, brooklyn, ny",12103
12104,no,sidewalk,"2870 3 avenue, bronx, ny",12104
12105,yes,both,"146  metropolitan ave, brooklyn, ny",12105
12106,yes,sidewalk,"82 berry st, brooklyn, ny",12106
12107,yes,both,"762 9th ave, 51st st., manhattan, ny",12107
12108,yes,roadway,"1026472 10th ave, manhattan, ny",12108
12109,yes,roadway,"1363 bushwick avenue, brooklyn, ny",12109
12110,yes,roadway,"75-19  broadway elmhurst, queens, ny",12110
12111,yes,both,"802 56th st, brooklyn, ny",12111
12112,yes,both,"3515 ditmars blvd, queens, ny",12112
12113,yes,both,"12707 94th avenue, queens, ny",12113
12114,no,both,"800 burke avenue, bronx, ny",12114
12115,no,roadway,"6802 4 avenue, brooklyn, ny",12115
12116,yes,both,"688 10th  10th avenue, manhattan, ny",12116
12117,no,sidewalk,"782 washington avenue , brooklyn, ny",12117
12118,yes,sidewalk,"5373 arthur kill road, staten island, ny",12118
12119,no,both,"29 2 avenue, manhattan, ny",12119
12120,yes,roadway,"47-38 vernon blvd , queens, ny",12120
12121,yes,both,"445 238th , bronx, ny",12121
12122,no,both,"395 south end avenue, manhattan, ny",12122
12123,no,both,"102-06 43 avenue, queens, ny",12123
12124,no,sidewalk,"125 west  116 street, manhattan, ny",12124
12125,no,both,"1511 college point blvd, queens, ny",12125
12126,no,roadway,"124 fulton street, manhattan, ny",12126
12127,no,both,"348 bowery, manhattan, ny",12127
12128,no,both,"605a east  187 street, bronx, ny",12128
12129,yes,roadway,"64 lafayette ave ste b, brooklyn, ny",12129
12130,yes,sidewalk,"949 columbus avenue, manhattan, ny",12130
12131,no,both,"85 bergen street, brooklyn, ny",12131
12132,yes,sidewalk,"202 w 14th street, manhattan, ny",12132
12133,yes,both,"116 west 32 street , manhattan, ny",12133
12134,yes,both,"20 e 17th street, manhattan, ny",12134
12135,yes,roadway,"333 park avenue south, manhattan, ny",12135
12136,no,sidewalk,"331 lexington avenue, manhattan, ny",12136
12137,yes,both,"37-07 73rd street, queens, ny",12137
12138,no,sidewalk,"95-04 37 avenue, queens, ny",12138
12139,yes,sidewalk,"1900 broadway, manhattan, ny",12139
12140,yes,both,"132 w 31st street, manhattan, ny",12140
12141,no,both,"330 8 avenue, manhattan, ny",12141
12142,yes,both,"frnt 1 2 w 32nd street, manhattan, ny",12142
12143,yes,both,"130 w 72nd street, manhattan, ny",12143
12144,yes,both,"535 east tremont av, bronx, ny",12144
12145,yes,openstreets,"39 christopher st , manhattan, ny",12145
12146,yes,sidewalk,"3662 broadway, manhattan, ny",12146
12147,yes,both,"7210 new utrecht ave, brooklyn, ny",12147
12148,yes,both,"670 broadway, manhattan, ny",12148
12149,yes,both,"32 avenue a, manhattan, ny",12149
12150,yes,both,"446 columbus ave, manhattan, ny",12150
12151,yes,sidewalk,"430 lafayette street, manhattan, ny",12151
12152,no,sidewalk,"44  w kingsbridge road, bronx, ny",12152
12153,yes,both,"155 atlantic avenue, brooklyn, ny",12153
12154,yes,both,"13740 northern blvd, queens, ny",12154
12155,yes,both,"323 graham avenue, brooklyn, ny",12155
12156,no,sidewalk,"31 51  steinway street, queens, ny",12156
12157,yes,both,"4961  broadway, manhattan, ny",12157
12158,no,sidewalk,"147 e 116th street, manhattan, ny",12158
12159,yes,both,"803 9 avenue, manhattan, ny",12159
12160,no,sidewalk,"26 e 17th st, manhattan, ny",12160
12161,yes,both,"102 suffolk street, manhattan, ny",12161
12162,no,both,"496 east 161st street, bronx, ny",12162
12163,yes,roadway,"15 west 32nd street, manhattan, ny",12163
12164,yes,sidewalk,"280  lenox avenue, manhattan, ny",12164
12165,yes,both,"1 east  35th street, manhattan, ny",12165
12166,yes,roadway,"860 9th ave , manhattan, ny",12166
12167,no,sidewalk,"261 -267 canal street, manhattan, ny",12167
12168,yes,both,"8 christopher st, manhattan, ny",12168
12169,yes,sidewalk,"1674 richmond road, staten island, ny",12169
12170,no,both,"3806 prince st, queens, ny",12170
12171,yes,roadway,"43 west 27th street, manhattan, ny",12171
12172,yes,both,"33 peck slip, manhattan, ny",12172
12173,yes,both,"236 w 54th, manhattan, ny",12173
12174,yes,sidewalk,"8108 queens blvd, queens, ny",12174
12175,yes,openstreets,"39-40  bell blvd, 39th avenue, 41st avenue, queens, ny",12175
12176,yes,both,"1951  southern blvd, bronx, ny",12176
12177,no,sidewalk,"8008 surrey pl, queens, ny",12177
12178,no,both,"4009 prince st, queens, ny",12178
12179,yes,sidewalk,"134-01 liberty ave, queens, ny",12179
12180,no,sidewalk,"7011 austin st, queens, ny",12180
12181,yes,both,"8601  northern boulevard, queens, ny",12181
12182,yes,sidewalk,"1758 victory blvd, staten island, ny",12182
12183,yes,roadway,"551 ridgewood avenue, brooklyn, ny",12183
12184,no,sidewalk,"485 lexington avenue, manhattan, ny",12184
12185,yes,sidewalk,"933 8 avenue, manhattan, ny",12185
12186,yes,sidewalk,"419 myrtle ave, brooklyn, ny",12186
12187,no,both,"3095 37th st, queens, ny",12187
12188,no,both,"416 church avenue, brooklyn, ny",12188
12189,yes,roadway,"60   greenwich avenue, manhattan, ny",12189
12190,yes,both,"486 halsey street, brooklyn, ny",12190
12191,no,both,"3627 31st st, queens, ny",12191
12192,yes,sidewalk,"1412 broadway, manhattan, ny",12192
12193,no,roadway,"350 3 avenue, manhattan, ny",12193
12194,no,roadway,"2006 3 avenue, manhattan, ny",12194
12195,no,both,"1180 avenue of the americas, manhattan, ny",12195
12196,yes,openstreets,"222 lafayette street, manhattan, ny",12196
12197,yes,sidewalk,"195 nassau ave, brooklyn, ny",12197
12198,yes,sidewalk,"1004  4th avenue , brooklyn, ny",12198
12199,no,sidewalk,"1507 college point blvd, queens, ny",12199
12200,no,both,"1407 broadway, manhattan, ny",12200
12201,yes,sidewalk,"28-30 jackson ave, queens, ny",12201
12202,yes,openstreets,"2149 frederick douglass boulevard, manhattan, ny",12202
12203,yes,both,"34 west   32 street, manhattan, ny",12203
12204,no,both,"2517 astoria blvd, queens, ny",12204
12205,yes,both,"199 knickerbocker , brooklyn, ny",12205
12206,yes,both,"300 west   44 street, manhattan, ny",12206
12207,yes,both,"15514  roosevelt ave, queens, ny",12207
12208,yes,roadway,"1705 1st avenue, manhattan, ny",12208
12209,no,both,"5601 clarendon road, brooklyn, ny",12209
12210,yes,openstreets,"581 581 vanderbilt ave, brooklyn, ny",12210
12211,yes,both,"54 55th street , manhattan, ny",12211
12212,yes,sidewalk,"78 east  1st street, manhattan, ny",12212
12213,no,sidewalk,"105a dyckman street, manhattan, ny",12213
12214,yes,both,"600 west 57th street, manhattan, ny",12214
12215,yes,roadway,"11 west 31st street, manhattan, ny",12215
12216,yes,both,"1854 westchester avenue, bronx, ny",12216
12217,no,both,"19 rector street, manhattan, ny",12217
12218,yes,both,"60-01 70th ave, queens, ny",12218
12219,no,both,"987 grand street, brooklyn, ny",12219
12220,yes,sidewalk,"2 gold street, manhattan, ny",12220
12221,yes,openstreets,"567 union avenue, brooklyn, ny",12221
12222,no,sidewalk,"252 7 avenue, brooklyn, ny",12222
12223,no,roadway,"214  mulberry st., manhattan, ny",12223
12224,yes,sidewalk,"282 brighton beach avenue, brooklyn, ny",12224
12225,no,both,"172 rivington street, manhattan, ny",12225
12226,no,roadway,"7017 austin st, queens, ny",12226
12227,yes,both,"7-9 7th avenue south, manhattan, ny",12227
12228,yes,sidewalk,"40 west 53rd street, manhattan, ny",12228
12229,no,both,"26 e 17th st, manhattan, ny",12229
12230,no,both,"7609 5 avenue, brooklyn, ny",12230
12231,yes,sidewalk,"1262 amsterdam avenue, manhattan, ny",12231
12232,yes,both,"102-03 jamaica ave, queens, ny",12232
12233,yes,both,"293 grand avenue, brooklyn, ny",12233
12234,no,both,"2349 arthur avenue, bronx, ny",12234
12235,yes,roadway,"502 grand street, brooklyn, ny",12235
12236,no,sidewalk,"4046 main st, queens, ny",12236
12237,yes,both,"1258  myrtle ave, brooklyn, ny",12237
12238,no,both,"480 madison street, brooklyn, ny",12238
12239,no,both,"1968 86 street, brooklyn, ny",12239
12240,yes,roadway,"181 lexington avenue, manhattan, ny",12240
12241,yes,both,"76-05  37rd , queens, ny",12241
12242,no,both,"496 east  161 street, bronx, ny",12242
12243,yes,roadway,"68 van riper street, staten island, ny",12243
12244,no,both,"1345 2nd avenue, manhattan, ny",12244
12245,yes,both,"281 west 12th st, manhattan, ny",12245
12246,yes,sidewalk,"25 w 56th st, manhattan, ny",12246
12247,yes,both,"3950 10th avenue store #2, manhattan, ny",12247
12248,yes,openstreets,"302 broome street, manhattan, ny",12248
12249,yes,both,"130 west houston street, manhattan, ny",12249
12250,no,roadway,"216 smith street, brooklyn, ny",12250
12251,yes,both,"22-55 31st street, queens, ny",12251
12252,yes,sidewalk,"155 2nd avenue, manhattan, ny",12252
12253,yes,openstreets,"4515 5th avenue, brooklyn, ny",12253
12254,no,both,"4056 junction blvd, queens, ny",12254
12255,no,roadway,"270 west   39 street, manhattan, ny",12255
12256,yes,openstreets,"28/30 avenue b, manhattan, ny",12256
12257,yes,sidewalk,"20 west 72 str, manhattan, ny",12257
12258,no,both,"3805 bell blvd, queens, ny",12258
12259,yes,both,"122 east   17 street, manhattan, ny",12259
12260,yes,roadway,"2w 32nd st, manhattan, ny",12260
12261,yes,both,"130 -11 liberty avenue , queens, ny",12261
12262,yes,both,"733 washington street, manhattan, ny",12262
12263,yes,roadway,"769 57 street, brooklyn, ny",12263
12264,yes,both,"710 amsterdam ave, manhattan, ny",12264
12265,no,both,"42 broadway, manhattan, ny",12265
12266,no,sidewalk,"6901 roosevelt avenue, queens, ny",12266
12267,yes,sidewalk,"629 crescent avenue, bronx, ny",12267
12268,yes,openstreets,"209 w97, manhattan, ny",12268
12269,yes,both,"795 lexington ave , manhattan, ny",12269
12270,yes,sidewalk,"122 east 17th street, manhattan, ny",12270
12271,yes,both,"50 greenwich avenue, manhattan, ny",12271
12272,yes,both,"47 s 5th st, brooklyn, ny",12272
12273,no,sidewalk,"123 saint marks place, manhattan, ny",12273
12274,no,roadway,"126 waverly place, manhattan, ny",12274
12275,no,both,"4190 bowne st, queens, ny",12275
12276,yes,roadway,"103  n 10th street, brooklyn, ny",12276
12277,no,both,"237 e 116th street, manhattan, ny",12277
12278,yes,openstreets,"11 e 32nd st, manhattan, ny",12278
12279,yes,roadway,"26  saint marks place, manhattan, ny",12279
12280,yes,both,"188 avenue b, manhattan, ny",12280
12281,yes,both,"40-15 queens boulevard, queens, ny",12281
12282,yes,both,"94 bedford ave., brooklyn, ny",12282
12283,yes,both,"32 east 21st , manhattan, ny",12283
12284,yes,both,"67 nassau street, manhattan, ny",12284
12285,no,sidewalk,"502 east 138th street, store 4, bronx, ny",12285
12286,yes,openstreets,"66 pearl, manhattan, ny",12286
12287,no,sidewalk,"1742 2 avenue, manhattan, ny",12287
12288,yes,both,"87  baxter street, manhattan, ny",12288
12289,yes,sidewalk,"120 west 55th street, manhattan, ny",12289
12290,yes,roadway,"90 s 4th st, brooklyn, ny",12290
12291,no,both,"258 west  109 street, manhattan, ny",12291
12292,yes,both,"27 avenue b, manhattan, ny",12292
12293,no,both,"801 broadway, manhattan, ny",12293
12294,yes,both,"172  smith , brooklyn, ny",12294
12295,yes,both,"240 page ave, staten island, ny",12295
12296,yes,sidewalk,"2127 9 avenue, manhattan, ny",12296
12297,yes,both,"765  utica avenue, brooklyn, ny",12297
12298,yes,roadway,"157 east  55 street, manhattan, ny",12298
12299,no,sidewalk,"83-05 broadway, queens, ny",12299
12300,no,roadway,"7817 roosevelt ave, queens, ny",12300
12301,yes,both,"91-93 baxter street, manhattan, ny",12301
12302,no,sidewalk,"13405 liberty ave, queens, ny",12302
12303,yes,openstreets,"141 5th avenue, brooklyn, ny",12303
12304,yes,sidewalk,"321 e 73rd street, manhattan, ny",12304
12305,yes,openstreets,"96 orchard, manhattan, ny",12305
12306,yes,both,"45-18  bell blvd., queens, ny",12306
12307,yes,both,"46 west 46th street, manhattan, ny",12307
12308,yes,sidewalk,"6359 forest ave , queens, ny",12308
12309,yes,roadway,"301 west 151st., manhattan, ny",12309
12310,yes,both,"181 east 78th street, manhattan, ny",12310
12311,yes,both,"485 e. 180th st., bronx, ny",12311
12312,no,sidewalk,"751b e gun hill rd, bronx, ny",12312
12313,no,both,"8125  lefferts blvd , queens, ny",12313
12314,no,roadway,"38 east   98 street, manhattan, ny",12314
12315,yes,openstreets,"125 macdougal st, manhattan, ny",12315
12316,yes,roadway,"11 east 32nd street, manhattan, ny",12316
12317,yes,both,"128 west   36 street, manhattan, ny",12317
12318,no,sidewalk,"1544 myrtle avenue, brooklyn, ny",12318
12319,no,both,"16 west   23 street, manhattan, ny",12319
