,name,address,zipcode,borough,cuisine,phone,critical_flag,latitude,longitude,id
605,sam won gahk,"14420 northern boulevard, queens, ny",11354.0,queens,korean,7184458500,critical,40.764689859162004,-73.823024445946,597
606,sam won gahk,"14420 northern boulevard, queens, ny",11354.0,queens,korean,7184458500,critical,40.764689859162004,-73.823024445946,598
607,coco roco restaurant,"392 5 avenue, brooklyn, ny",11215.0,brooklyn,peruvian,7189653376,critical,40.670737437043,-73.98500734314399,599
608,wing gong restaurant,"2109 1 avenue, manhattan, ny",10029.0,manhattan,chinese,2124101661,not critical,40.791132280719,-73.93897069793701,600
609,joe's of ave u,"287 avenue u, brooklyn, ny",11223.0,brooklyn,italian,7184494285,critical,40.596941895616006,-73.973584008937,601
610,el paso taqueria,"1642 lexington avenue, manhattan, ny",10029.0,manhattan,mexican,9174727289,critical,40.790656140357,-73.947443455957,602
611,el paso taqueria,"1642 lexington avenue, manhattan, ny",10029.0,manhattan,mexican,9174727289,critical,40.790656140357,-73.947443455957,603
612,desi deli punjabi dhaba,"724 10 avenue, manhattan, ny",10019.0,manhattan,indian,2123999007,not critical,40.764433527936,-73.991953395968,604
613,hound's tree wines,"335 bedford avenue, brooklyn, ny",11211.0,brooklyn,,9177709055,not applicable,40.712422678523005,-73.962601236484,605
614,soul food,"88a kingston ave, brooklyn, ny",11213.0,brooklyn,caribbean,7184937570,critical,40.676715343649995,-73.941516522976,606
615,foundry kitchen & bar,"270 west   43 street, manhattan, ny",10036.0,manhattan,american,2122012700,critical,40.757475252254,-73.98830856107,607
616,sarita's mac & cheese,"197 1 avenue, manhattan, ny",10003.0,manhattan,american,2123587917,critical,40.730101143043,-73.983474927753,608
617,pahal zan restaurant,"106-12 continental avenue, queens, ny",11375.0,queens,jewish/kosher,7187937177,not critical,40.71978708036,-73.845013050022,609
618,the juilliard school(rose cafe),"165 west   65 street, manhattan, ny",10023.0,manhattan,american,2126714313,critical,40.773734654878,-73.983864820309,610
619,ital fusion,"2085 nostrand avenue, brooklyn, ny",11210.0,brooklyn,vegetarian,3473509816,critical,40.634731499933,-73.94784055176,611
620,scavello's on the island,"101 city island avenue, bronx, ny",10464.0,bronx,italian,3476803865,critical,40.840696805332,-73.784059978484,612
622,tea cup cafe,"7623 woodside avenue, queens, ny",11373.0,queens,coffee/tea,7184262222,not critical,40.743448187073,-73.888599306174,613
623,tea cup cafe,"7623 woodside avenue, queens, ny",11373.0,queens,coffee/tea,7184262222,not critical,40.743448187073,-73.888599306174,614
624,le baratin,"26 greenwich avenue, manhattan, ny",10011.0,manhattan,french,2129331080,critical,40.735018207101,-74.000169592997,615
625,happy wok,"6619 beach channel dr, queens, ny",11692.0,queens,chinese,7189451202,critical,40.592875534669,-73.795432425965,616
626,fayrooz,"2808 steinway street, queens, ny",11103.0,queens,middle eastern,7182047667,not critical,40.765233181571,-73.913908588301,617
627,joe coffee,"2960 broadway, manhattan, ny",10027.0,manhattan,coffee/tea,2128541654,critical,40.80818766481,-73.963746517738,618
628,kabab and gyro grill,"13107 liberty ave, queens, ny",11419.0,queens,indian,7188430123,critical,40.690142394608,-73.814673409709,619
629,oriental chinese restaurant,"3774 broadway, manhattan, ny",10032.0,manhattan,chinese,2122816888,critical,40.833895703014,-73.944984344481,620
630,el nuevo taco veloz,"9010 roosevelt ave, queens, ny",11372.0,queens,tex-mex,7187551505,not critical,40.748452658794,-73.875969898765,621
631,kabab and gyro grill,"13107 liberty ave, queens, ny",11419.0,queens,indian,7188430123,not critical,40.690142394608,-73.814673409709,622
632,sephora cafe 6,"530 east   74 street, manhattan, ny",10021.0,manhattan,american,9149438209,not critical,40.76780255034,-73.951956191292,623
633,rubi rosa restaurant & bar,"8407 northern boulevard, queens, ny",11372.0,queens,latin american,7186077669,critical,40.755775172187,-73.883330407576,624
634,oceanview bites,"boardwalk at west 8th street, brooklyn, ny",11224.0,brooklyn,american,7187411426,not critical,,,625
635,huckleberry bar,"588 grand street, brooklyn, ny",11211.0,brooklyn,american,7182188555,critical,40.711209427329,-73.94830710822501,626
636,angelos deli restaurant,"5000 grand avenue, queens, ny",11378.0,queens,mexican,7183864423,not critical,40.71745337502,-73.919118315406,627
637,angelos deli restaurant,"5000 grand avenue, queens, ny",11378.0,queens,mexican,7183864423,not critical,40.71745337502,-73.919118315406,628
638,publique espresso,"420 west  118 street, manhattan, ny",10027.0,manhattan,american,6466435187,critical,40.807609639467,-73.95890994729,629
639,the pizza block,"5677 riverdale avenue, bronx, ny",10471.0,bronx,jewish/kosher,7187087004,critical,40.906340774536,-73.904246716497,630
640,guadalupe bar and grill,"597 west  207 street, manhattan, ny",10034.0,manhattan,mexican,2123041083,not critical,40.867243898022,-73.920913140154,631
641,the boiler room,"86 east    4 street, manhattan, ny",10003.0,manhattan,american,2122547536,not critical,40.726113689106995,-73.989295427032,632
642,gramercy bagel,"246 3 avenue, manhattan, ny",10010.0,manhattan,bagels/pretzels,2123880080,critical,40.737105913566,-73.98441138734199,633
643,mr. chen restaurant,"1269 ralph avenue, brooklyn, ny",11236.0,brooklyn,chinese,7184511514,not critical,40.64545303825,-73.92001311563001,634
644,sleep no more at the mckittrick hotel,"530 west   27 street, manhattan, ny",10001.0,manhattan,american,2129041883,critical,40.750742893970006,-74.003641699618,635
645,golden bowl restaurant,"51 division street, manhattan, ny",10002.0,manhattan,chinese,9178067488,not critical,40.714166118215,-73.99527453075301,636
646,mussels & more,"510 80 street, brooklyn, ny",11209.0,brooklyn,seafood,7186803390,not critical,40.62558155113,-74.02385163799501,637
647,mussels & more,"510 80 street, brooklyn, ny",11209.0,brooklyn,seafood,7186803390,not critical,40.62558155113,-74.02385163799501,638
648,didi world famous food,"2972 avenue u, brooklyn, ny",11229.0,brooklyn,chinese,7183680180,not critical,40.600610033979,-73.94010340253101,639
649,family pizza,"720 flatbush avenue, brooklyn, ny",11225.0,brooklyn,pizza,7184620639,not critical,40.655791577516,-73.95991204077599,640
650,family pizza,"720 flatbush avenue, brooklyn, ny",11225.0,brooklyn,pizza,7184620639,not critical,40.655791577516,-73.95991204077599,641
651,rich village restaurant,"6009 7 avenue, brooklyn, ny",11220.0,brooklyn,chinese,7182388628,critical,40.636691555780004,-74.011875568196,642
652,hong kong station,"157 west   47 street, manhattan, ny",10036.0,manhattan,chinese,6464298277,critical,40.75867135363,-73.983341474695,643
653,ifc center,"323 6 avenue, manhattan, ny",10014.0,manhattan,american,2129246789,critical,40.731159060021,-74.001353056947,644
654,the muffin shop,"7324 13 avenue, brooklyn, ny",11228.0,brooklyn,coffee/tea,9176827451,critical,40.621282778868,-74.006411897035,645
656,mr.bun,"2048 86 street, brooklyn, ny",11214.0,brooklyn,chinese,7186762751,critical,40.603911176063,-73.997126203723,646
657,the union league club,"38 east   37 street, manhattan, ny",10016.0,manhattan,american,2126853800,critical,40.749451357976,-73.981102509172,647
658,seba seba,"7928 37 avenue, queens, ny",11372.0,queens,latin american,7184784691,not critical,40.749473898247,-73.88677017897899,648
659,the club,"65 east   55 street, manhattan, ny",10022.0,manhattan,american,3477743683,not critical,40.760711402062,-73.97264163673,649
660,the club,"65 east   55 street, manhattan, ny",10022.0,manhattan,american,3477743683,not critical,40.760711402062,-73.97264163673,650
661,east palace,"819 2 avenue, manhattan, ny",10017.0,manhattan,chinese,2129497708,not critical,40.750937010357,-73.971400482957,651
662,okeefes,"62 court street, brooklyn, ny",11201.0,brooklyn,american,7188558751,critical,40.692021068732,-73.991240963463,652
663,bb juice bar,"399 east  149 street, bronx, ny",10455.0,bronx,"juice, smoothies, fruit salads",6469720408,not critical,40.816167825403,-73.918047720088,653
664,bogart house,"360 ten eyck st    aka 230 bogart st, brooklyn, ny",11206.0,brooklyn,american,6467097854,not critical,40.711825874553,-73.935274168423,654
665,pho hoai restaurant,"1906 avenue u, brooklyn, ny",11229.0,brooklyn,southeast asian,7186161233,critical,40.59925987105,-73.95237321624,655
666,eugene o'neill theatre,"230 west   49 street, manhattan, ny",10019.0,manhattan,american,2125825472,not critical,40.761048562752,-73.985149376286,656
667,eugene o'neill theatre,"230 west   49 street, manhattan, ny",10019.0,manhattan,american,2125825472,not critical,40.761048562752,-73.985149376286,657
668,the starliner,"1446 myrtle avenue, brooklyn, ny",11237.0,brooklyn,american,3474056572,not critical,40.69894652159,-73.91687242656,658
669,molly's,"287 3 avenue, manhattan, ny",10010.0,manhattan,irish,2128893361,not critical,40.738373862010995,-73.983465650986,659
670,chef aless,"2100 2 avenue, manhattan, ny",10029.0,manhattan,french,9178865119,not critical,40.792066747093,-73.941371463188,660
671,eli fitlife,"3563 91st st, queens, ny",11372.0,queens,"juice, smoothies, fruit salads",7184149180,not critical,40.752273654266,-73.876233454801,661
672,taqueria santa fe,"214 stanhope street, brooklyn, ny",11237.0,brooklyn,mexican,7184555012,not critical,40.700541111524004,-73.92057068926,662
673,united kitchen,"766 liberty avenue, brooklyn, ny",11208.0,brooklyn,chinese,7182775162,critical,40.676600451034005,-73.881562303626,663
674,2nd ave deli,"162 east   33 street, manhattan, ny",10016.0,manhattan,jewish/kosher,2126899000,not critical,40.745438250058996,-73.979548203806,664
675,kismet caterers,"1995 westchester avenue, bronx, ny",10462.0,bronx,american,7188285510,critical,40.833530202968,-73.858020298206,665
676,brooklyn perk,"605 flatbush avenue, brooklyn, ny",11225.0,brooklyn,coffee/tea,3474582941,critical,40.65856125966,-73.960487043635,666
677,la vera pizza,"2547 broadway, manhattan, ny",10025.0,manhattan,pizza,2128666500,not critical,40.794235699824,-73.97210051538801,667
679,la familia restaurant,"938 4 avenue, brooklyn, ny",11232.0,brooklyn,latin american,7188327568,not critical,40.654719822342,-74.003996837927,668
680,the kingside,"120 west   57 street, manhattan, ny",10019.0,manhattan,american,2127078000,critical,40.764681492440005,-73.978094671964,669
681,"red rooster harlem, ginny's supper club","310 lenox avenue, manhattan, ny",10027.0,manhattan,american,2127929001,not critical,40.80815834801,-73.945186317561,670
682,bond 45 italian kitchen and bar,"221 west   46 street, manhattan, ny",10036.0,manhattan,italian,2128694545,not critical,40.759017559548,-73.98609195389301,671
683,cibao restaurant,"10422b northern boulevard, queens, ny",11368.0,queens,latin american,7182054583,critical,40.757689351352,-73.864340554865,672
685,xing shun da restaurant,"4418 kissena blvd, queens, ny",11355.0,queens,chinese,7183211262,critical,40.753391155579,-73.82221359667301,673
686,harlem joe,"1469 5 avenue, manhattan, ny",10035.0,manhattan,,3478725750,not applicable,40.802298344378,-73.945252566097,674
687,gregory's coffee,"327 park avenue south, manhattan, ny",10010.0,manhattan,coffee/tea,2129798600,critical,40.741031097043,-73.985731245448,675
688,pop's coffee diner,"4429b kissena boulevard, queens, ny",11355.0,queens,american,7184637719,not critical,40.753311361905,-73.822087482721,676
689,zaytoons restaurant,"594 vanderbilt avenue, brooklyn, ny",11238.0,brooklyn,middle eastern,7182303200,critical,40.678726873715,-73.968486035982,677
690,five napkin burger,"630 9 avenue, manhattan, ny",10036.0,manhattan,american,2127572277,not critical,40.760030899657,-73.99144856882,678
691,jamaica pools and pizza,"17903 jamaica ave, queens, ny",11432.0,queens,pizza,7182972380,not critical,40.708112968378,-73.782175499641,679
692,stitch bar,"247 west   37 street, manhattan, ny",10018.0,manhattan,american,2128524826,not critical,40.753468113318,-73.990593995072,680
693,carnation bakery,"4605 kissena boulevard, queens, ny",11355.0,queens,bakery products/desserts,7183218168,critical,40.750515103235,-73.818998275643,681
694,esmeralda's restaurant,"1497 myrtle avenue, brooklyn, ny",11237.0,brooklyn,spanish,7183811721,not critical,40.699080194018,-73.915747059108,682
695,gloria jean's coffees,"9015 queens blvd, queens, ny",11373.0,queens,coffee/tea,6467552999,not critical,40.733840182011,-73.871577033806,683
696,marisco centro seafood restaurant & bar,"610 exterior street, bronx, ny",10451.0,bronx,seafood,7186658686,critical,40.821737103048,-73.930860054782,684
697,oaxaca taqueria,"1709 2 avenue, manhattan, ny",10128.0,manhattan,mexican,9175620005,not critical,40.779467182948,-73.950593700087,685
698,merit kabab,"3767 74th st, queens, ny",11372.0,queens,bangladeshi,7183965827,critical,40.747172851788996,-73.89148388317899,686
699,merit kabab,"3767 74th st, queens, ny",11372.0,queens,bangladeshi,7183965827,critical,40.747172851788996,-73.89148388317899,687
700,menkui tei,"58 west   56 street, manhattan, ny",10019.0,manhattan,japanese,2127078702,critical,40.76303427404,-73.976265003897,688
701,phoenix,"447 east   13 street, manhattan, ny",10009.0,manhattan,american,2124779979,critical,40.73020796737,-73.982002796266,689
702,takahachi bakery,"25 murray street, manhattan, ny",10007.0,manhattan,bakery products/desserts,2127915550,not critical,40.713581274984996,-74.008361481866,690
703,el valle lenox,"588 lenox avenue, manhattan, ny",10037.0,manhattan,spanish,__________,critical,40.816984934318,-73.93873735458,691
704,twisted rootz,"7905 flatlands avenue, brooklyn, ny",11236.0,brooklyn,"juice, smoothies, fruit salads",3476737537,critical,40.635100789021,-73.91391858893,692
705,taj kabab king,"568 grand street, brooklyn, ny",11211.0,brooklyn,indian,7187821722,critical,40.711111064882004,-73.949313555401,693
706,new sun hing kitchen,"2018 bedford avenue, brooklyn, ny",11226.0,brooklyn,chinese,7186932688,critical,40.655493842965996,-73.95635863286701,694
707,captain fried chicken,"39 madison street, manhattan, ny",10038.0,manhattan,chicken,2125870281,not critical,40.711882559783,-73.998647335859,695
708,el presidente # 2 restaurant,"4-10 east  208 street, bronx, ny",10467.0,bronx,latin american,7186555245,critical,40.880666526579,-73.883305682097,696
709,wb caribbean restaurant,"9407 church avenue, brooklyn, ny",11212.0,brooklyn,caribbean,7183421543,critical,40.654761128052,-73.91690967576601,697
710,goemon curry,"29 kenmare street, manhattan, ny",10012.0,manhattan,japanese,2122261262,not critical,40.720682191479,-73.99512615608,698
711,mcdonald's,"3719 junction blvd, queens, ny",11368.0,queens,hamburgers,7184586259,not critical,40.751001999851,-73.870507971277,699
712,famous bagel buffet,"510 6 avenue, manhattan, ny",10011.0,manhattan,american,2129248911,critical,40.736815993985,-73.997217877824,700
713,gramercy grill,"32 lexington avenue, manhattan, ny",10010.0,manhattan,american,2125053663,critical,40.73991381249,-73.984454031388,701
714,el patio mexicano restaurant,"3764 broadway, manhattan, ny",10032.0,manhattan,mexican,2129399797,critical,40.833717357284996,-73.945114587014,702
715,lombardi's,"32 spring street, manhattan, ny",10012.0,manhattan,pizza,2129417994,critical,40.721684052993005,-73.995660012794,703
716,cinderellas restaurant,"108 victory boulevard, staten island, ny",10301.0,staten island,mexican,7182854333,not critical,40.637564459025995,-74.080092690576,704
717,planted,"361 6 avenue, manhattan, ny",10014.0,manhattan,seafood,2124149500,critical,40.732180118922,-74.00062061166601,705
718,goodfella's,"1817 victory boulevard, staten island, ny",10314.0,staten island,italian,7188158500,not critical,40.613009198031996,-74.123734257606,706
719,my place family pizza,"240 east  198 street, bronx, ny",10458.0,bronx,pizza,7185622399,not critical,40.869306788352,-73.889559125976,707
720,alley 41,"13645 41st ave, queens, ny",11355.0,queens,chinese,6462095959,critical,40.758671514653,-73.829065012464,708
721,drop off service,"211 avenue a, manhattan, ny",10009.0,manhattan,american,2122602914,critical,40.729820759443996,-73.980794194713,709
722,99 cents utica hot pizza,"1127 eastern parkway, brooklyn, ny",11213.0,brooklyn,pizza,3478845060,not critical,40.668774135352,-73.93065514627901,710
723,el fogon costeno restaurant.,"10912 northern boulevard, queens, ny",11368.0,queens,spanish,7182052828,critical,40.757851402916,-73.859864309837,711
724,bowery beer garden,"93 bowery, manhattan, ny",10002.0,manhattan,american,2123438111,not critical,40.717174392591,-73.995476330591,712
725,el mexicano restaurante & cafe,"2102 east   15 street, brooklyn, ny",11229.0,brooklyn,tex-mex,7186762700,critical,40.598479191756,-73.956349229402,713
727,el patio mexicano restaurant,"3764 broadway, manhattan, ny",10032.0,manhattan,mexican,2129399797,critical,40.833717357284996,-73.945114587014,714
728,perfecto pizzeria,"2479 broadway, manhattan, ny",10025.0,manhattan,pizza,2127216130,critical,40.792229631304004,-73.973553172118,715
729,pioneers bar & lounge,"134 west   29 street, manhattan, ny",10001.0,manhattan,american,2127142222,not critical,40.747114039331,-73.991190383844,716
730,"bravo kosher pizza, bravo kosher burger","17 trinity place, manhattan, ny",10006.0,manhattan,jewish/kosher,2123441111,critical,40.706636490592,-74.013731161547,717
731,annadale terrace,"801 annadale road, staten island, ny",10312.0,staten island,american,7189840700,critical,40.542342499736,-74.177409849108,718
732,dunkin,"101 west   23 street, manhattan, ny",10011.0,manhattan,donuts,2126754040,critical,40.743090356441996,-73.99322628143601,719
733,fresh & co,"444 10 avenue, manhattan, ny",10001.0,manhattan,sandwiches/salads/mixed buffet,2128672334,not critical,40.755054963628,-73.998787224394,720
734,fresh & co,"444 10 avenue, manhattan, ny",10001.0,manhattan,sandwiches/salads/mixed buffet,2128672334,not critical,40.755054963628,-73.998787224394,721
735,szechuan gourmet,"21 west   39 street, manhattan, ny",10018.0,manhattan,chinese,2129210233,critical,40.751976865569,-73.983209611743,722
736,tre otto,"1410 madison avenue, manhattan, ny",10029.0,manhattan,italian,2128608880,critical,40.788306451913,-73.95337862044,723
737,lichee nut,"162 montague street, brooklyn, ny",11201.0,brooklyn,chinese,7185225565,critical,40.694376195237005,-73.992845391234,724
738,wingstop,"700 utica avenue, brooklyn, ny",11203.0,brooklyn,chicken,7182459464,not critical,40.656200432069,-73.93087009530501,725
739,pelicana chicken,"941 manhattan avenue, brooklyn, ny",11222.0,brooklyn,korean,7183492172,critical,40.731410785779,-73.954472165136,726
740,cara mia,"693 9 avenue, manhattan, ny",10036.0,manhattan,italian,2122626767,not critical,40.761974076514,-73.990058534735,727
741,118 kitchen,"1 east  118 street, manhattan, ny",10035.0,manhattan,tex-mex,2127226888,not critical,40.801870167292,-73.945260143617,728
742,3 d's delight restaurant & bakery,"771 washington avenue, brooklyn, ny",11238.0,brooklyn,caribbean,3479548596,not critical,40.673781885627996,-73.962979886476,729
743,richie rich,"260 east  167 street, bronx, ny",10456.0,bronx,caribbean,9292254490,not critical,40.83341319403,-73.914492177756,730
744,pig heaven,"1420 3 avenue, manhattan, ny",10028.0,manhattan,chinese,2127444333,critical,40.775325010201996,-73.956543368639,731
745,le baobab-gouygui restaurant,"120 west  116 street, manhattan, ny",10026.0,manhattan,african,2128644700,not critical,40.802424314812,-73.95067411965,732
746,the green door,"600 west   57 street, manhattan, ny",10019.0,manhattan,american,2129743169,critical,40.770359428504,-73.991548325409,733
747,quick & pay pizza,"30 lexington avenue, manhattan, ny",10010.0,manhattan,pizza,2123878200,critical,40.739864411637,-73.98449012921,734
748,ed's lobster bar,"222 lafayette street, manhattan, ny",10012.0,manhattan,seafood,2123433236,not critical,40.722005243123,-73.99738805824,735
749,ed's lobster bar,"222 lafayette street, manhattan, ny",10012.0,manhattan,seafood,2123433236,not critical,40.722005243123,-73.99738805824,736
750,billy's bakery,"75 franklin street, manhattan, ny",10013.0,manhattan,bakery products/desserts,2126479958,not critical,40.717863331921,-74.00445878262201,737
751,billy's bakery,"75 franklin street, manhattan, ny",10013.0,manhattan,bakery products/desserts,2126479958,not critical,40.717863331921,-74.00445878262201,738
752,checkers,"77 chambers street, manhattan, ny",10007.0,manhattan,hamburgers,2125878888,not critical,40.714385596984,-74.006774397394,739
753,checkers,"77 chambers street, manhattan, ny",10007.0,manhattan,hamburgers,2125878888,not critical,40.714385596984,-74.006774397394,740
754,svl bar,"3018b astoria blvd, queens, ny",11102.0,queens,greek,7188046957,not critical,40.770223933985,-73.91874710505999,741
755,teddys f&b,"2171 2 avenue, manhattan, ny",10029.0,manhattan,american,9175615148,critical,40.794160210061,-73.939859971808,742
756,subway,"1613 2 avenue, manhattan, ny",10028.0,manhattan,sandwiches,6462443736,not critical,40.776350097887004,-73.95286709569,743
757,rocky's bar & restaurant,"460 west   34 street, manhattan, ny",10001.0,manhattan,pizza,2122440004,critical,40.754322110364,-73.99857789193001,744
758,famous bagel buffet,"510 6 avenue, manhattan, ny",10011.0,manhattan,american,2129248911,critical,40.736815993985,-73.997217877824,745
759,congee village,"100 allen street, manhattan, ny",10002.0,manhattan,chinese,2129411818,critical,40.718672742481,-73.990631391866,746
760,felice,"15 gold street, manhattan, ny",10038.0,manhattan,italian,2127855950,not critical,40.707745991206004,-74.00691799522,747
761,bunny deli,"1522 st nicholas avenue, manhattan, ny",10033.0,manhattan,sandwiches,2127813303,not critical,40.852525135916,-73.931370142031,748
762,bunny deli,"1522 st nicholas avenue, manhattan, ny",10033.0,manhattan,sandwiches,2127813303,not critical,40.852525135916,-73.931370142031,749
763,cafe milano,"401 forest avenue, staten island, ny",10301.0,staten island,italian,7187201313,critical,40.63090388831,-74.10287182372599,750
764,luck thai brooklyn,"386 5 avenue, brooklyn, ny",11215.0,brooklyn,thai,7184991888,not critical,40.67089661705,-73.984877531571,751
765,the players,"16 gramercy park south, manhattan, ny",10003.0,manhattan,american,2124756116,critical,40.737775898673,-73.98648251565099,752
766,bao by kaya,"570 lexington avenue, manhattan, ny",10022.0,manhattan,italian,9174219951,critical,40.756918006477,-73.972065672336,753
767,dig inn,"80 pine street, manhattan, ny",10005.0,manhattan,american,2127851110,not critical,40.705885020791,-74.007181096187,754
768,jacup's coffee bistro,"5217 69th st, queens, ny",11378.0,queens,coffee/tea,3478134853,critical,40.733093568395,-73.89591619352,755
769,the halal guys,"307 east   14 street, manhattan, ny",10003.0,manhattan,mediterranean,2125337707,not critical,40.732181823409995,-73.984538830986,756
770,hahm ji bach,"40-11 149 place, queens, ny",11354.0,queens,korean,6466102622,critical,40.763123883948005,-73.81513377622501,757
771,benny's famous pizza,"4514 13 avenue, brooklyn, ny",11219.0,brooklyn,pizza,7184382369,critical,40.637122660762,-73.989943893884,758
772,buon,"74-02 eliot avenue, queens, ny",11379.0,queens,italian,7184782200,critical,40.722063414203,-73.885514563239,759
773,not guilty delicatessen,"19 hyatt street, staten island, ny",10301.0,staten island,sandwiches,7184485143,critical,40.641905963147,-74.077175638715,760
774,sing fei restaurant,"263 east gun hill road, bronx, ny",10467.0,bronx,chinese,7187986677,critical,40.879689540509,-73.875583099979,761
776,pim pollo,"3239 junction boulevard, queens, ny",11369.0,queens,latin american,7182055508,not critical,40.757708740524,-73.874129749394,762
777,starbucks coffee # 26528,"1040 6 avenue, manhattan, ny",10018.0,manhattan,coffee/tea,2123022132,critical,40.753017430749004,-73.98541104611999,763
778,la tranquilite restaurant inc,"9128 avenue l, brooklyn, ny",11236.0,brooklyn,caribbean,7185318767,not critical,40.635978303604,-73.899440647929,764
779,mark's pizzeria,"326 van brunt street, brooklyn, ny",11231.0,brooklyn,pizza,7186241628,not critical,40.678736140451,-74.011280998204,765
780,sweets bakery,"135 walker street, manhattan, ny",10013.0,manhattan,bakery products/desserts,2122192012,critical,40.717358380495,-73.999577933981,766
781,lunatics ice cream parlor,"1224 surf avenue, brooklyn, ny",11224.0,brooklyn,frozen desserts,6463692370,critical,40.575533908911,-73.980352768662,767
782,el jobito restaurant,"1579 saint nicholas avenue, manhattan, ny",10040.0,manhattan,spanish,6465902495,not critical,40.854215160835,-73.930157415288,768
783,kulushkat,"1137 washington avenue, brooklyn, ny",11225.0,brooklyn,mediterranean,3473782514,not critical,40.661163381487,-73.96069454875,769
784,kulushkat,"1137 washington avenue, brooklyn, ny",11225.0,brooklyn,mediterranean,3473782514,not critical,40.661163381487,-73.96069454875,770
785,palm restaurant,"250 west   50 street, manhattan, ny",10019.0,manhattan,steakhouse,2123337256,critical,40.761822569531,-73.98503368882301,771
786,tony's pizza,"4189 white plains road, bronx, ny",10466.0,bronx,pizza,7185196043,critical,40.893309738664996,-73.857425529889,772
787,gino's pizza,"6501 kissena boulevard, queens, ny",11367.0,queens,pizza,7189394474,not critical,40.736954548646004,-73.814683434373,773
788,healthy bites deli,"4226 broadway, manhattan, ny",10033.0,manhattan,sandwiches,6462890192,critical,40.849157718849,-73.936802726343,774
789,healthy bites deli,"4226 broadway, manhattan, ny",10033.0,manhattan,sandwiches,6462890192,critical,40.849157718849,-73.936802726343,775
790,h&h midtown bagels east,"526 columbus avenue, manhattan, ny",10024.0,manhattan,bagels/pretzels,2124989828,not critical,40.786064670404,-73.972490344381,776
791,dunkin,"1510 elm avenue, brooklyn, ny",11230.0,brooklyn,donuts,7186270667,not critical,40.617924494397,-73.95972595368,777
792,mokja,"3519 broadway, queens, ny",11106.0,queens,korean,7187210654,not critical,40.760372486822,-73.921968229703,778
793,karibbean green,"804 nostrand avenue, brooklyn, ny",11216.0,brooklyn,caribbean,3474258279,critical,40.67118605613,-73.950385828401,779
794,new york hilton midtown,"1335 avenue of the americas, manhattan, ny",10019.0,manhattan,american,2122612150,critical,40.762211332142,-73.978741648967,780
795,cacio & pepe,"182 2 avenue, manhattan, ny",10003.0,manhattan,italian,2125055931,critical,40.730688875082,-73.986133970566,781
796,la fonda restaurant and tapas bar,"169 east  106 street, manhattan, ny",10029.0,manhattan,tapas,2124107292,not critical,40.791926058891,-73.945510319218,782
797,boston road china,"3483 boston road, bronx, ny",10469.0,bronx,chinese,7188819888,not critical,40.876803402507,-73.84709011214599,783
798,ilili box,"700 8 avenue, manhattan, ny",10036.0,manhattan,mediterranean,9173380925,not critical,40.758655541558,-73.988737901106,784
799,capri ii pizza,"149 dreiser loop, bronx, ny",10475.0,bronx,pizza,7186713822,critical,40.876515785741,-73.829918029205,785
800,soldiers caribbean buffet restaurant,"1439 st johns place, brooklyn, ny",11213.0,brooklyn,caribbean,7187713663,critical,40.670560919175,-73.930545135543,786
801,el encebollado de victor,"338 knickerbocker avenue, brooklyn, ny",11237.0,brooklyn,latin american,7184844660,critical,40.701025362621,-73.92227959872301,787
802,dunkin,"763 east gunhill road, bronx, ny",10467.0,bronx,donuts,7186527845,not critical,40.876453520276,-73.863500653744,788
803,best deli,"4106 2 avenue, brooklyn, ny",11232.0,brooklyn,american,7187683289,not critical,40.654024854515,-74.011806586258,789
804,baby's all right,"146 broadway, brooklyn, ny",11211.0,brooklyn,american,7185995800,critical,40.710235389237,-73.96350782923601,790
805,el diamante boulevard bar corp,"4218 junction blvd, queens, ny",11368.0,queens,american,6462752114,not critical,40.74610548684,-73.868225830364,791
806,elite cafe,"7228 main st, queens, ny",11367.0,queens,jewish/kosher,7185440307,critical,40.725802213125,-73.821396338883,792
807,bondi sushi,"246 5 avenue, manhattan, ny",10001.0,manhattan,japanese,6466092308,critical,40.744585756978005,-73.987372522452,793
808,bakery & party supply by martha,"868 east  180 street, bronx, ny",10460.0,bronx,bakery products/desserts,7186180080,not critical,40.845325218479,-73.883161899635,794
809,kennedy fried chicken & pizza,"2487 jerome avenue, bronx, ny",10468.0,bronx,chicken,7184508039,critical,40.863451331073996,-73.900545119768,795
810,kennedy fried chicken,"13518 jamaica ave, queens, ny",11418.0,queens,chicken,7186586721,critical,40.702407559826,-73.817315277097,796
811,macchiato espresso bar,"565 fifth avenue, manhattan, ny",10017.0,manhattan,coffee/tea,2125575707,not critical,40.755876384813,-73.97850545176401,797
812,pelicana chicken,"52 east    8 street, manhattan, ny",10003.0,manhattan,chicken,6467915766,critical,40.731079291627005,-73.993606362584,798
813,mr. wonton,"2604 jackson avenue, queens, ny",11101.0,queens,chinese,7184821117,not critical,40.747234227347995,-73.942031822559,799
814,sip a cup,"2517 30th ave, queens, ny",11102.0,queens,coffee/tea,3479772348,critical,40.76855933901,-73.924940615116,800
815,west end taco company,"301 west   96 street, manhattan, ny",10025.0,manhattan,tex-mex,7186830839,not critical,40.795369607434004,-73.973476075332,801
816,express soft taco,"134-08 jamaica avenue, queens, ny",11418.0,queens,tex-mex,7182062866,not applicable,40.702351866946,-73.818541672451,802
817,fugu japanese cuisine,"6804 bay parkway, brooklyn, ny",11204.0,brooklyn,japanese,7186213124,not critical,40.612009863553,-73.98334219732,803
